time,seconds_elapsed,z,y,x
1687499575057642500,0.122642578125,-0.9430035948753357,0.04003143310546875,0.5345579385757446
1687499575067531500,0.132531494140625,-0.8208003044128418,-0.13359451293945312,0.6492708325386047
1687499575077458400,0.14245849609375,-0.5905959606170654,-0.039493560791015625,0.31198734045028687
1687499575087427000,0.152427001953125,-0.4341987371444702,0.10431480407714844,0.12098956108093262
1687499575097438700,0.162438720703125,-0.19208121299743652,0.14130592346191406,0.14716178178787231
1687499575107494000,0.172493896484375,-0.0006072521209716797,-0.10780525207519531,0.09764409065246582
1687499575117590800,0.1825908203125,0.007056474685668945,-0.1439657211303711,0.3009718656539917
1687499575127725800,0.192725830078125,0.06637370586395264,-0.030098915100097656,0.3495132327079773
1687499575137894400,0.202894287109375,0.11148929595947266,0.027688980102539062,0.19940495491027832
1687499575148090600,0.213090576171875,0.12556850910186768,0.04212474822998047,-0.009244859218597412
1687499575158290700,0.223290771484375,0.11955380439758301,0.20172977447509766,-0.19869157671928406
1687499575168490800,0.23349072265625,0.23635411262512207,0.25905609130859375,-0.49601462483406067
1687499575178690600,0.243690673828125,0.3296217918395996,0.1829214096069336,-0.7639598846435547
1687499575188890600,0.253890625,0.47098302841186523,0.16156959533691406,-0.8979133367538452
1687499575199030300,0.2640302734375,0.6290488243103027,0.15985393524169922,-0.9144449830055237
1687499575209085400,0.27408544921875,0.7730965614318848,0.2314434051513672,-1.0300873517990112
1687499575219140400,0.284140380859375,0.8963770866394043,0.2765159606933594,-1.0876914262771606
1687499575229195300,0.2941953125,0.9918837547302246,0.1391763687133789,-0.9606998562812805
1687499575239250400,0.30425048828125,0.9270510673522949,0.12065505981445312,-0.7700016498565674
1687499575249305300,0.314305419921875,0.812685489654541,0.13358020782470703,-0.46994179487228394
1687499575259360300,0.3243603515625,0.6621649265289307,0.1125650405883789,-0.2323974072933197
1687499575269415400,0.33441552734375,0.5910036563873291,0.07278919219970703,-0.16473959386348724
1687499575279470300,0.34447021484375,0.6053061485290527,0.1677703857421875,-0.27493131160736084
1687499575289525200,0.354525146484375,0.7675294876098633,0.3052692413330078,-0.36850449442863464
1687499575299580400,0.364580322265625,0.8896605968475342,0.29796314239501953,-0.4697067439556122
1687499575309635300,0.37463525390625,0.9205703735351562,0.12592792510986328,-0.4290388822555542
1687499575319690500,0.3846904296875,0.74642014503479,0.15176963806152344,-0.4367980360984802
1687499575329745400,0.394745361328125,0.5479869842529297,0.2401294708251953,-0.46448102593421936
1687499575339800300,0.40480029296875,0.36579394340515137,0.2594871520996094,-0.5042370557785034
1687499575349855500,0.41485546875,0.24831843376159668,0.3382291793823242,-0.536514163017273
1687499575359910400,0.424910400390625,0.1846141815185547,0.32088661193847656,-0.5309445858001709
1687499575369965300,0.43496533203125,-0.5391969680786133,-0.04778575897216797,-0.40539786219596863
1687499575380020500,0.4450205078125,-1.7561429738998413,-0.23792648315429688,-0.4281395971775055
1687499575390075400,0.455075439453125,-2.2370312213897705,0.0948343276977539,-0.5266005992889404
1687499575400130300,0.46513037109375,-2.215353012084961,0.4569578170776367,-0.6968003511428833
1687499575410185500,0.475185546875,-1.7840410470962524,0.374664306640625,-0.63724684715271
1687499575420240400,0.485240478515625,-1.2957252264022827,0.06210899353027344,-0.27874428033828735
1687499575430295300,0.49529541015625,-0.8791590929031372,-0.02796649932861328,-0.020612657070159912
1687499575440350500,0.5053505859375,-0.6472921371459961,0.06624412536621094,0.16610056161880493
1687499575450405400,0.5154052734375,-0.6079419851303101,0.05543327331542969,0.6112648248672485
1687499575460460300,0.525460205078125,-0.39042186737060547,-0.015215873718261719,0.9688809514045715
1687499575470515500,0.535515380859375,0.11877560615539551,0.014156341552734375,1.2498880624771118
1687499575480570400,0.5455703125,0.442610502243042,0.07434844970703125,1.0700805187225342
1687499575490625300,0.555625244140625,0.5822632312774658,0.028089523315429688,0.5746307969093323
1687499575500680400,0.565680419921875,0.4944937229156494,-0.04756450653076172,-0.13838759064674377
1687499575510735400,0.5757353515625,0.25166893005371094,0.0034894943237304688,-0.7353496551513672
1687499575520790300,0.585790283203125,0.035480499267578125,0.03423309326171875,-0.8214487433433533
1687499575530845400,0.595845458984375,-0.0593717098236084,0.008188247680664062,-0.6070638298988342
1687499575540900400,0.605900390625,-0.1456601619720459,0.11967945098876953,-0.2299923598766327
1687499575550955500,0.61595556640625,-0.11137473583221436,0.48412513732910156,0.5510245561599731
1687499575561010400,0.626010498046875,-0.19089102745056152,0.16566944122314453,0.7438560128211975
1687499575571065600,0.636065673828125,-0.021515250205993652,0.13164329528808594,0.5024755001068115
1687499575581120500,0.64612060546875,0.1850186586380005,0.29647254943847656,0.1319393366575241
1687499575591175700,0.65617578125,0.3429696559906006,0.43480968475341797,-0.1937423050403595
1687499575601230800,0.66623095703125,0.2523517608642578,0.45730113983154297,-0.41121166944503784
1687499575611285800,0.67628564453125,0.06646811962127686,0.4037961959838867,-0.4491114914417267
1687499575621341000,0.6863408203125,-0.2383784055709839,0.3700389862060547,-0.5041123628616333
1687499575631395800,0.696395751953125,-0.3854748010635376,0.3846302032470703,-0.47804129123687744
1687499575641451000,0.706450927734375,-0.3354916572570801,0.3054523468017578,-0.3383013904094696
1687499575651506000,0.716505859375,-0.20319175720214844,0.23264122009277344,-0.21230310201644897
1687499575661561000,0.72656103515625,-0.10112118721008301,0.15626811981201172,-0.027418866753578186
1687499575671616000,0.736615966796875,-0.014651179313659668,0.06215953826904297,0.18891045451164246
1687499575681671200,0.746671142578125,0.1182096004486084,0.030658721923828125,0.36313682794570923
1687499575691726300,0.756726318359375,0.21392476558685303,0.008533477783203125,0.3463907837867737
1687499575701781200,0.76678125,0.12718820571899414,-0.018632888793945312,0.3210304081439972
1687499575711836400,0.77683642578125,-0.11292719841003418,-0.02212238311767578,0.21096226572990417
1687499575721891300,0.786891357421875,-0.36088991165161133,0.05497264862060547,0.030360490083694458
1687499575731946500,0.796946533203125,-0.42023754119873047,0.08914661407470703,-0.07067987322807312
1687499575742001400,0.80700146484375,-0.3029508590698242,0.043178558349609375,-0.1605038046836853
1687499575752056600,0.817056640625,-0.10394895076751709,-0.01604175567626953,-0.27313998341560364
1687499575762111500,0.827111572265625,0.036011457443237305,-0.00832366943359375,-0.33308517932891846
1687499575772166700,0.837166748046875,0.09977257251739502,0.051148414611816406,-0.3548573851585388
1687499575782221600,0.8472216796875,0.08787310123443604,0.06249237060546875,-0.3286258578300476
1687499575792276700,0.85727685546875,0.0240786075592041,0.026436805725097656,-0.3974188566207886
1687499575802332000,0.867331787109375,0.016689300537109375,0.0667409896850586,-0.4479988217353821
1687499575812386800,0.87738671875,0.046022653579711914,0.08316612243652344,-0.44366276264190674
1687499575822442000,0.88744189453125,0.1070699691772461,0.07598114013671875,-0.5232937932014465
1687499575832497000,0.897496826171875,0.34237873554229736,0.04532814025878906,-0.6018319129943848
1687499575842552000,0.907552001953125,0.5533866882324219,-0.013583183288574219,-0.5242490768432617
1687499575852607000,0.91760693359375,0.5716966390609741,-0.053356170654296875,-0.3725431263446808
1687499575862662100,0.927662109375,0.48400819301605225,-0.050426483154296875,-0.2077840268611908
1687499575872717000,0.937717041015625,0.4079388380050659,0.009218215942382812,-0.05155909061431885
1687499575882772200,0.947772216796875,0.3618276119232178,0.006617546081542969,0.07003524899482727
1687499575892827100,0.9578271484375,0.2650822401046753,-0.024480819702148438,0.15001651644706726
1687499575902882300,0.96788232421875,0.05513286590576172,-0.05490398406982422,0.24112087488174438
1687499575912937500,0.9779375,-0.12095940113067627,-0.03743171691894531,0.19431549310684204
1687499575922992400,0.987992431640625,-0.17020416259765625,-0.0057353973388671875,0.10503754019737244
1687499575933047600,0.998047607421875,-0.14051663875579834,-0.021419525146484375,-0.004075199365615845
1687499575943102500,1.0081025390625,-0.14050495624542236,-0.017876625061035156,-0.08721835911273956
1687499575953157600,1.01815771484375,-0.12291276454925537,0.04702281951904297,-0.24016480147838593
1687499575963212500,1.028212646484375,-0.002714991569519043,0.10159492492675781,-0.4493246078491211
1687499575973267700,1.038267822265625,0.11654222011566162,0.11757373809814453,-0.550603985786438
1687499575983322600,1.048322509765625,0.1698998212814331,0.12848949432373047,-0.5191354751586914
